date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:34:27	85808/85808	---M--	200	added ('OK')	image/jpeg	etag:%2214f30-5b70a28d29a80%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-9_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-9_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/21488228233038238761251632031631038.html)
20:34:34	125409/125409	---M--	200	added ('OK')	image/jpeg	etag:%221e9e1-5b70a28d29a80%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-12_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-12_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/21488228233038238761251632031631038.html)
20:34:37	2224/2224	---M--	200	added ('OK')	image/png	etag:%228b0-5a7a05e860280%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/ntu-leathercraft-logo2_2.png	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/ntu-leathercraft-logo2_2.png	(from http://108-2.dday.dschool.ntu.edu.tw/21488228233038238761251632031631038.html)
20:34:38	186562/186562	---M--	200	added ('OK')	image/png	etag:%222d8c2-5b70a2e2fe500%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/huai-hsuan-chen_6.png	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/huai-hsuan-chen_6.png	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:34:52	143922/143922	---M--	200	added ('OK')	image/jpeg	etag:%2223232-5b70a28d29a80%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-10_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-10_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/21488228233038238761251632031631038.html)
20:34:55	4332/4332	---M--	200	added ('OK')	image/png	etag:%2210ec-5a78d5858df80%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/ntumaker_1.png	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/ntumaker_1.png	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:34:56	99873/99873	---M--	200	added ('OK')	image/jpeg	etag:%2218621-5b70a28d29a80%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-11_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-11_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/21488228233038238761251632031631038.html)
20:34:58	101618/101618	---M--	200	added ('OK')	image/jpeg	etag:%2218cf2-5b70a28d29a80%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-13_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/image-from-ios-13_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/21488228233038238761251632031631038.html)
20:35:15	91584/91584	---M--	200	added ('OK')	image/jpeg	etag:%22165c0-5b70a39b0d740%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2487.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2487.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:35:22	143702/143702	---M--	200	added ('OK')	image/jpeg	etag:%2223156-5b70a39c01980%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2487_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2487_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
